Date,HomeAway,Opp,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,OeFG%,OffTOV%,OffORB%,OffFT/FGA,DeFG%,DefTOV%,DefDRB%,DefFT/FGA
3/3/2021,,IND,111,114,113.1,116.2,98.1,0.181,0.337,0.619,61.4,67.4,8.2,1.7,0.584,21.8,32.4,0.169,0.614,10.9,88.9,0.145
3/12/2021,@,NOP,82,116,84.2,119.2,97.4,0.227,0.364,0.424,32,43.3,8.2,11.7,0.381,5.8,8.9,0.17,0.495,10.6,59.6,0.158
3/14/2021,@,ATL,82,100,96.9,118.2,84.6,0.284,0.37,0.45,41,61.3,4.7,11.9,0.432,12.5,27.5,0.148,0.535,15.4,62.5,0.338
3/16/2021,@,MIA,98,113,109.6,126.4,89.4,0.163,0.407,0.532,46.7,59,7.8,10.3,0.512,13.2,31.9,0.116,0.553,12.1,62.8,0.224
3/17/2021,,BOS,117,110,123.3,115.9,94.9,0.446,0.311,0.661,50,57.5,6.3,6,0.608,14.5,21.9,0.365,0.511,10.6,68.8,0.227
3/19/2021,,SAS,110,116,114.5,120.7,96.1,0.36,0.303,0.534,48,48.7,8.3,5.7,0.478,8.8,30.6,0.281,0.506,11.3,65.3,0.307
3/21/2021,,TOR,116,105,109.1,98.7,106.3,0.364,0.429,0.649,59.3,74.4,7.5,8.2,0.617,22.5,20,0.273,0.468,11.9,83.9,0.168
3/22/2021,,SAC,105,119,104.6,118.6,100.4,0.24,0.177,0.495,44.3,53.7,13,6.7,0.448,7,20.4,0.198,0.617,14.4,74.4,0.089
3/24/2021,@,CHI,103,94,111.5,101.8,92.4,0.109,0.315,0.534,50.5,66.7,8.7,12.7,0.516,9.4,25.5,0.087,0.494,14.4,77.3,0.145
3/26/2021,@,LAL,86,100,85.5,99.5,100.6,0.35,0.325,0.466,45.1,77.4,10.9,7.7,0.419,18.5,21.7,0.238,0.526,20.5,75,0.231
3/27/2021,@,SAC,98,100,104.4,106.6,93.8,0.274,0.31,0.521,45,54.1,11.7,4,0.494,6.9,15.9,0.179,0.556,17.3,80.6,0.138
3/29/2021,@,UTA,75,114,80.6,122.5,93,0.193,0.41,0.416,42.1,58.6,5.4,12.2,0.392,10,11.5,0.12,0.579,11.5,79.1,0.232
