Date,HomeAway,Opponent,Points,OppPoints,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,OppFT,OppFTA,OppFT%,OppORB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF,Team
2021-02-15,@,SAC,136,125,51,89,0.573,27,47,0.574,7,12,0.583,9,35,31,7,4,15,16,51,96,0.531,12,33,0.364,11,13,0.846,15,41,24,6,6,13,13,BKN
2021-02-16,@,PHO,128,124,47,82,0.573,20,40,0.5,14,15,0.933,4,37,28,4,4,10,11,48,88,0.545,16,37,0.432,12,12,1,4,34,28,7,3,6,15,BKN
2021-02-18,@,LAL,109,98,38,77,0.494,18,39,0.462,15,24,0.625,8,39,23,9,3,13,18,40,83,0.482,8,30,0.267,10,14,0.714,10,39,21,7,4,16,16,BKN
2021-02-21,@,LAC,112,108,44,92,0.478,11,38,0.289,13,19,0.684,9,40,21,10,4,6,19,40,87,0.46,15,35,0.429,13,18,0.722,16,52,24,3,4,16,17,BKN
2021-02-23,,SAC,127,118,44,89,0.494,17,40,0.425,22,31,0.71,10,41,30,8,5,8,16,45,87,0.517,15,31,0.484,13,19,0.684,5,38,25,6,7,15,17,BKN
2021-02-25,,ORL,129,92,49,92,0.533,20,45,0.444,11,14,0.786,7,51,30,11,2,13,18,35,87,0.402,9,36,0.25,13,15,0.867,4,35,19,8,1,18,10,BKN
2021-02-27,,DAL,98,115,35,86,0.407,14,44,0.318,14,19,0.737,14,47,21,5,4,19,16,45,86,0.523,14,36,0.389,11,17,0.647,6,36,23,12,8,8,15,BKN
2021-03-01,@,SAS,124,113,47,100,0.47,17,41,0.415,13,17,0.765,13,51,35,6,8,5,13,44,97,0.454,15,35,0.429,10,15,0.667,9,48,30,2,3,9,16,BKN
2021-03-03,@,HOU,132,114,49,85,0.576,17,35,0.486,17,24,0.708,10,53,33,5,1,14,24,38,91,0.418,18,43,0.419,20,28,0.714,12,37,24,10,5,9,18,BKN
2021-03-11,,BOS,121,109,42,88,0.477,19,42,0.452,18,22,0.818,11,45,21,3,5,14,22,41,91,0.451,13,40,0.325,14,22,0.636,11,39,22,10,10,11,13,BKN
2021-03-13,,DET,100,95,39,80,0.488,6,27,0.222,16,22,0.727,5,35,22,8,7,12,16,36,89,0.404,8,32,0.25,15,20,0.75,12,46,26,10,8,12,16,BKN
2021-03-15,,NYK,117,112,44,76,0.579,12,29,0.414,17,22,0.773,3,41,29,3,6,15,19,37,92,0.402,15,42,0.357,23,27,0.852,13,40,16,9,2,8,22,BKN
2021-03-17,@,IND,124,115,42,87,0.483,9,27,0.333,31,40,0.775,15,50,22,10,2,16,20,43,84,0.512,9,32,0.281,20,25,0.8,4,34,29,10,3,16,28,BKN
2021-03-19,@,ORL,113,121,43,91,0.473,10,37,0.27,17,23,0.739,9,39,24,9,3,8,16,43,84,0.512,21,40,0.525,14,20,0.7,8,44,26,4,1,17,20,BKN
2021-03-21,,WAS,113,106,44,90,0.489,9,29,0.31,16,22,0.727,10,35,24,11,8,7,18,42,79,0.532,7,21,0.333,15,19,0.789,10,43,24,5,4,19,22,BKN
2021-03-23,@,POR,116,112,43,87,0.494,9,30,0.3,21,27,0.778,10,47,25,5,2,8,17,36,90,0.4,19,55,0.345,21,23,0.913,13,44,25,4,5,8,20,BKN
2021-03-24,@,UTA,88,118,35,97,0.361,7,35,0.2,11,15,0.733,13,48,19,9,1,9,10,41,91,0.451,23,55,0.418,13,14,0.929,11,56,24,6,6,11,15,BKN
2021-03-26,@,DET,113,111,37,84,0.44,13,33,0.394,26,34,0.765,16,49,19,3,4,10,27,33,73,0.452,11,31,0.355,34,47,0.723,7,36,19,6,4,9,30,BKN
2021-03-29,,MIN,112,107,40,85,0.471,10,30,0.333,22,25,0.88,7,50,31,10,7,14,18,40,103,0.388,14,44,0.318,13,17,0.765,17,51,23,10,10,15,25,BKN
2021-03-31,,HOU,120,108,44,90,0.489,13,36,0.361,19,19,1,12,45,25,6,3,11,21,39,78,0.5,13,40,0.325,17,24,0.708,6,31,22,5,8,13,21,BKN
2020-12-23,,WAS,113,107,41,87,0.471,8,28,0.286,23,30,0.767,10,47,22,11,8,16,25,39,85,0.459,13,27,0.481,16,23,0.696,5,40,28,7,4,19,26,PHI
2020-12-26,@,NYK,109,89,41,88,0.466,11,31,0.355,16,22,0.727,12,47,20,9,6,12,19,32,83,0.386,8,29,0.276,17,23,0.739,13,43,19,6,4,16,23,PHI
2020-12-27,@,CLE,94,118,33,79,0.418,12,37,0.324,16,22,0.727,8,39,24,9,5,21,19,48,91,0.527,9,23,0.391,13,16,0.813,11,45,31,13,6,16,22,PHI
2020-12-29,,TOR,100,93,32,84,0.381,8,31,0.258,28,33,0.848,9,54,21,10,10,18,15,32,90,0.356,17,45,0.378,12,14,0.857,10,47,21,12,7,19,28,PHI
2020-12-31,@,ORL,116,92,44,91,0.484,15,33,0.455,13,15,0.867,7,54,23,7,10,14,23,33,95,0.347,7,28,0.25,19,21,0.905,10,48,17,2,5,11,15,PHI
2021-01-02,,CHO,127,112,47,79,0.595,16,35,0.457,17,24,0.708,7,45,35,10,7,21,17,38,92,0.413,13,35,0.371,23,26,0.885,14,40,34,15,5,12,18,PHI
2021-01-04,,CHO,118,101,46,95,0.484,11,32,0.344,15,23,0.652,14,55,34,7,5,10,21,36,86,0.419,13,39,0.333,16,22,0.727,8,47,30,4,4,16,24,PHI
2021-01-06,,WAS,141,136,50,81,0.617,18,29,0.621,23,33,0.697,1,35,33,9,6,16,21,47,94,0.5,16,37,0.432,26,35,0.743,9,35,27,9,2,13,27,PHI
2021-01-07,@,BRK,109,122,41,87,0.471,9,26,0.346,18,20,0.9,4,47,23,6,6,20,25,44,97,0.454,15,37,0.405,19,29,0.655,11,48,30,11,7,12,17,PHI
2021-01-09,,DEN,103,115,43,103,0.417,11,35,0.314,6,10,0.6,20,48,23,8,4,16,19,45,90,0.5,12,33,0.364,13,15,0.867,15,45,28,11,7,17,12,PHI
2021-01-11,@,ATL,94,112,37,92,0.402,8,36,0.222,12,13,0.923,9,50,20,2,12,9,17,37,99,0.374,17,44,0.386,21,27,0.778,14,58,20,7,3,8,13,PHI
2021-01-12,,MIA,137,134,50,102,0.49,19,55,0.345,18,25,0.72,16,52,32,10,6,17,21,48,104,0.462,19,56,0.339,19,24,0.792,14,46,27,6,4,18,21,PHI
2021-01-14,,MIA,125,108,44,82,0.537,17,37,0.459,20,24,0.833,5,35,27,15,3,18,22,40,81,0.494,12,34,0.353,16,26,0.615,9,41,28,4,1,20,19,PHI
2021-01-16,@,MEM,104,106,37,84,0.44,7,25,0.28,23,32,0.719,15,53,23,5,11,22,17,43,99,0.434,8,29,0.276,12,18,0.667,11,43,27,15,3,11,25,PHI
2021-01-20,,BOS,117,109,36,78,0.462,9,27,0.333,36,45,0.8,11,41,20,12,3,9,20,42,89,0.472,12,33,0.364,13,20,0.65,10,45,22,3,0,16,29,PHI
2021-01-22,,BOS,122,110,45,81,0.556,12,28,0.429,20,24,0.833,10,45,23,9,7,19,23,41,90,0.456,12,30,0.4,16,20,0.8,10,32,23,10,5,11,21,PHI
2021-01-23,@,DET,114,110,38,83,0.458,8,23,0.348,30,38,0.789,12,49,14,10,7,15,24,37,86,0.43,14,33,0.424,22,30,0.733,8,43,25,9,8,15,28,PHI
2021-01-25,@,DET,104,119,40,94,0.426,9,28,0.321,15,20,0.75,13,36,15,12,3,9,26,35,70,0.5,17,38,0.447,32,38,0.842,11,47,22,6,6,18,20,PHI
2021-01-27,,LAL,107,106,41,85,0.482,9,25,0.36,16,26,0.615,7,38,24,10,7,11,24,41,86,0.477,8,24,0.333,16,25,0.64,6,37,20,5,2,11,20,PHI
2021-01-29,@,MIN,118,94,39,87,0.448,8,16,0.5,32,38,0.842,12,51,20,11,6,10,17,35,82,0.427,10,33,0.303,14,18,0.778,4,38,20,3,4,18,29,PHI
2021-01-31,@,IND,119,110,45,92,0.489,8,26,0.308,21,31,0.677,14,44,20,9,8,12,21,41,84,0.488,10,28,0.357,18,22,0.818,9,41,21,6,7,17,25,PHI
2021-02-03,@,CHO,118,111,41,79,0.519,10,24,0.417,26,32,0.813,10,40,23,9,6,18,21,39,87,0.448,14,37,0.378,19,23,0.826,10,37,28,5,4,16,22,PHI
2021-02-04,,POR,105,121,39,81,0.481,7,27,0.259,20,24,0.833,8,37,19,6,3,18,15,45,98,0.459,13,31,0.419,18,23,0.783,19,53,17,8,5,11,18,PHI
2021-02-06,,BRK,124,108,48,94,0.511,10,27,0.37,18,22,0.818,13,51,27,12,4,15,15,39,88,0.443,15,41,0.366,15,17,0.882,8,34,21,6,3,17,18,PHI
2021-02-09,@,SAC,119,111,41,85,0.482,9,20,0.45,28,35,0.8,12,59,24,4,5,17,22,43,99,0.434,14,42,0.333,11,19,0.579,8,39,24,6,8,11,28,PHI
2021-02-11,@,POR,114,118,42,86,0.488,6,27,0.222,24,29,0.828,11,46,20,6,5,9,20,40,93,0.43,17,38,0.447,21,23,0.913,15,47,15,5,2,8,21,PHI
2021-02-13,@,PHO,111,120,38,73,0.521,7,17,0.412,28,33,0.848,8,35,19,7,1,13,15,48,79,0.608,10,25,0.4,14,17,0.824,4,32,25,8,3,13,24,PHI
2021-02-15,@,UTA,123,134,47,94,0.5,8,23,0.348,21,24,0.875,12,42,19,6,4,12,21,45,86,0.523,18,45,0.4,26,31,0.839,7,36,18,9,4,11,18,PHI
2021-02-17,,HOU,118,113,39,81,0.481,12,26,0.462,28,32,0.875,7,47,23,12,6,20,21,42,92,0.457,15,47,0.319,14,18,0.778,9,39,26,13,6,18,24,PHI
2021-02-19,,CHI,112,105,41,87,0.471,7,21,0.333,23,29,0.793,16,53,23,5,7,15,18,40,95,0.421,7,32,0.219,18,18,1,13,42,24,5,6,11,20,PHI
2021-02-21,@,TOR,103,110,33,85,0.388,11,37,0.297,26,35,0.743,11,45,26,8,7,10,21,40,81,0.494,14,34,0.412,16,18,0.889,5,39,25,5,5,14,24,PHI
2021-02-23,@,TOR,109,102,33,80,0.413,17,38,0.447,26,30,0.867,12,54,24,5,8,18,15,40,93,0.43,11,37,0.297,11,13,0.846,8,38,29,12,11,10,20,PHI
2021-02-25,,DAL,111,97,39,90,0.433,12,29,0.414,21,25,0.84,8,39,26,11,6,7,19,32,78,0.41,13,34,0.382,20,23,0.87,10,50,17,2,9,18,21,PHI
2021-02-27,,CLE,109,112,38,83,0.458,10,28,0.357,23,35,0.657,8,46,25,9,10,19,26,41,97,0.423,8,24,0.333,22,29,0.759,13,52,24,12,3,16,26,PHI
2021-03-01,,IND,130,114,50,88,0.568,15,35,0.429,15,16,0.938,6,39,27,10,6,19,19,44,91,0.484,8,29,0.276,18,21,0.857,8,34,27,8,1,19,19,PHI
2021-03-03,,UTA,131,123,48,93,0.516,8,25,0.32,27,35,0.771,8,50,22,9,6,11,17,44,100,0.44,21,44,0.477,14,19,0.737,12,52,22,7,1,16,24,PHI
2021-03-11,@,CHI,127,105,53,103,0.515,10,33,0.303,11,15,0.733,13,45,25,11,7,10,16,39,83,0.47,14,29,0.483,13,16,0.813,8,38,26,3,6,19,19,PHI
2021-03-12,@,WAS,127,101,49,90,0.544,11,21,0.524,18,18,1,10,49,26,13,6,16,19,40,82,0.488,8,24,0.333,13,22,0.591,6,32,19,10,2,18,16,PHI
2021-03-14,,SAS,134,99,56,98,0.571,15,29,0.517,7,11,0.636,13,54,35,7,7,11,27,36,85,0.424,4,21,0.19,23,31,0.742,10,32,20,8,10,9,13,PHI
2021-03-16,,NYK,99,96,37,90,0.411,11,32,0.344,14,19,0.737,12,50,19,8,10,11,22,37,84,0.44,8,24,0.333,14,22,0.636,9,47,19,7,5,12,23,PHI
2021-03-17,,MIL,105,109,43,109,0.394,14,41,0.341,5,8,0.625,13,59,28,14,7,20,23,41,101,0.406,9,39,0.231,18,24,0.75,12,58,22,11,1,22,11,PHI
2021-03-20,,SAC,129,105,48,86,0.558,11,23,0.478,22,29,0.759,9,52,24,7,3,10,22,39,85,0.459,10,28,0.357,17,27,0.63,4,33,28,4,2,8,21,PHI
2021-03-21,@,NYK,101,100,38,82,0.463,11,25,0.44,14,23,0.609,8,44,19,12,9,19,18,38,88,0.432,11,24,0.458,13,23,0.565,13,44,16,13,2,17,19,PHI
2021-03-23,@,GSW,108,98,39,86,0.453,7,24,0.292,23,35,0.657,13,51,15,5,4,13,24,36,83,0.434,8,25,0.32,18,26,0.692,6,38,22,5,7,11,23,PHI
2021-03-25,@,LAL,109,101,39,80,0.488,17,45,0.378,14,21,0.667,7,39,24,13,9,20,26,34,78,0.436,9,26,0.346,24,33,0.727,7,42,22,10,0,20,19,PHI
2021-03-27,@,LAC,112,122,39,77,0.506,10,26,0.385,24,33,0.727,8,38,17,5,2,16,27,45,85,0.529,11,26,0.423,21,27,0.778,9,38,26,9,3,12,25,PHI
2021-03-30,@,DEN,95,104,35,82,0.427,11,35,0.314,14,15,0.933,5,34,18,14,6,11,18,39,81,0.481,12,31,0.387,14,17,0.824,9,51,26,9,6,20,16,PHI
2020-12-23,@,IND,107,121,39,85,0.459,12,28,0.429,17,23,0.739,5,40,25,8,8,16,27,46,94,0.489,8,34,0.235,21,29,0.724,10,50,28,6,9,13,24,NYK
2020-12-26,,PHI,89,109,32,83,0.386,8,29,0.276,17,23,0.739,13,43,19,6,4,16,23,41,88,0.466,11,31,0.355,16,22,0.727,12,47,20,9,6,12,19,NYK
2020-12-27,,MIL,130,110,46,85,0.541,16,27,0.593,22,27,0.815,8,46,27,5,4,15,23,41,95,0.432,7,38,0.184,21,29,0.724,17,44,24,7,5,11,21,NYK
2020-12-29,@,CLE,95,86,34,79,0.43,14,25,0.56,13,21,0.619,14,55,23,9,6,25,21,32,88,0.364,7,32,0.219,15,22,0.682,14,43,22,13,10,13,17,NYK
2020-12-31,@,TOR,83,100,32,88,0.364,3,36,0.083,16,20,0.8,9,48,21,6,3,15,21,34,83,0.41,17,52,0.327,15,21,0.714,9,53,21,7,6,16,22,NYK
2021-01-02,@,IND,106,102,42,83,0.506,12,27,0.444,10,13,0.769,10,51,23,4,3,15,16,34,84,0.405,19,50,0.38,15,18,0.833,5,32,22,6,4,8,21,NYK
2021-01-04,@,ATL,113,108,43,85,0.506,7,21,0.333,20,25,0.8,11,45,26,9,6,15,21,40,87,0.46,10,31,0.323,18,23,0.783,10,40,24,4,2,12,21,NYK
2021-01-06,,UTA,112,100,45,87,0.517,8,22,0.364,14,19,0.737,11,48,22,10,5,12,17,40,91,0.44,14,44,0.318,6,11,0.545,10,42,20,5,9,14,15,NYK
2021-01-08,,OKC,89,101,34,96,0.354,9,27,0.333,12,20,0.6,11,49,19,8,7,4,19,38,87,0.437,11,34,0.324,14,21,0.667,11,62,16,2,7,11,19,NYK
2021-01-10,,DEN,89,114,32,74,0.432,6,21,0.286,19,25,0.76,8,36,19,4,1,16,15,45,84,0.536,15,35,0.429,9,12,0.75,8,43,23,11,4,12,25,NYK
2021-01-11,@,CHO,88,109,34,87,0.391,9,37,0.243,11,17,0.647,17,49,20,6,6,16,23,38,78,0.487,13,32,0.406,20,23,0.87,5,37,28,8,8,10,13,NYK
2021-01-13,,BRK,109,116,44,92,0.478,11,28,0.393,10,12,0.833,12,43,22,4,3,9,16,44,91,0.484,16,40,0.4,12,17,0.706,12,46,29,3,5,6,12,NYK
2021-01-15,@,CLE,103,106,40,82,0.488,9,25,0.36,14,16,0.875,7,39,20,9,10,12,21,36,79,0.456,9,27,0.333,25,34,0.735,14,48,26,9,6,15,18,NYK
2021-01-17,@,BOS,105,75,38,80,0.475,12,31,0.387,17,21,0.81,10,53,22,11,7,16,28,25,84,0.298,7,46,0.152,18,29,0.621,14,43,15,10,2,17,22,NYK
2021-01-18,,ORL,91,84,31,87,0.356,5,27,0.185,24,34,0.706,13,53,15,6,4,6,16,29,86,0.337,12,38,0.316,14,16,0.875,10,51,18,4,9,11,24,NYK
2021-01-21,@,GSW,119,104,38,82,0.463,11,24,0.458,32,41,0.78,11,55,24,5,9,11,29,33,86,0.384,9,38,0.237,29,39,0.744,9,46,27,5,3,10,26,NYK
2021-01-22,@,SAC,94,103,36,94,0.383,5,22,0.227,17,25,0.68,16,57,19,2,6,11,21,38,91,0.418,12,34,0.353,15,21,0.714,12,55,21,6,14,6,25,NYK
2021-01-24,@,POR,113,116,39,86,0.453,12,29,0.414,23,25,0.92,13,47,20,9,0,12,20,39,83,0.47,17,46,0.37,21,23,0.913,9,39,19,5,8,11,16,NYK
2021-01-26,@,UTA,94,108,36,83,0.434,10,27,0.37,12,17,0.706,9,44,15,6,4,11,21,37,92,0.402,15,48,0.313,19,22,0.864,17,53,24,6,5,6,14,NYK
2021-01-29,,CLE,102,81,39,80,0.488,10,27,0.37,14,16,0.875,8,41,20,8,6,13,24,29,84,0.345,8,26,0.308,15,18,0.833,14,43,15,8,5,14,20,NYK
2021-01-31,,LAC,115,129,41,85,0.482,10,27,0.37,23,28,0.821,10,36,21,5,5,7,20,44,81,0.543,17,38,0.447,24,28,0.857,7,38,26,2,4,7,14,NYK
2021-02-01,@,CHI,102,110,37,87,0.425,6,29,0.207,22,26,0.846,11,45,21,6,6,11,19,42,88,0.477,11,34,0.324,15,20,0.75,7,40,30,3,1,12,19,NYK
2021-02-03,@,CHI,107,103,43,89,0.483,11,22,0.5,10,15,0.667,11,47,19,5,4,17,18,43,88,0.489,6,36,0.167,11,16,0.688,6,38,25,11,3,9,14,NYK
2021-02-06,,POR,110,99,44,88,0.5,13,30,0.433,9,13,0.692,8,51,20,5,5,14,19,37,89,0.416,17,47,0.362,8,16,0.5,11,41,15,7,7,11,15,NYK
2021-02-07,,MIA,103,109,38,85,0.447,16,42,0.381,11,15,0.733,10,44,23,8,2,12,20,40,83,0.482,13,35,0.371,16,20,0.8,6,44,25,6,1,11,15,NYK
2021-02-09,@,MIA,96,98,37,87,0.425,10,28,0.357,12,16,0.75,11,46,22,8,5,14,25,26,70,0.371,14,33,0.424,32,39,0.821,6,38,21,5,6,10,14,NYK
2021-02-12,@,WAS,109,91,44,98,0.449,6,24,0.25,15,22,0.682,15,65,22,11,4,11,22,34,89,0.382,9,34,0.265,14,20,0.7,9,46,20,5,5,14,18,NYK
2021-02-13,,HOU,121,99,45,86,0.523,12,28,0.429,19,23,0.826,4,44,21,4,4,7,21,33,88,0.375,8,43,0.186,25,30,0.833,12,46,17,5,5,9,17,NYK
2021-02-15,,ATL,123,112,42,83,0.506,17,34,0.5,22,27,0.815,10,42,22,5,6,8,22,36,85,0.424,11,33,0.333,29,32,0.906,11,42,17,5,6,11,19,NYK
2021-02-17,@,ORL,89,107,33,87,0.379,7,27,0.259,16,19,0.842,10,46,16,7,5,16,14,42,92,0.457,16,34,0.471,7,10,0.7,10,50,27,10,7,12,15,NYK
2021-02-21,,MIN,103,99,33,78,0.423,6,18,0.333,31,38,0.816,11,48,17,4,4,13,25,33,82,0.402,16,35,0.457,17,21,0.81,7,43,24,6,3,15,24,NYK
2021-02-23,,GSW,106,114,38,97,0.392,11,29,0.379,19,22,0.864,18,56,22,4,5,13,23,40,89,0.449,13,38,0.342,21,24,0.875,7,41,30,9,8,10,18,NYK
2021-02-25,,SAC,140,121,51,87,0.586,19,36,0.528,19,21,0.905,9,43,24,8,2,16,23,42,85,0.494,12,35,0.343,25,33,0.758,8,34,25,12,0,16,22,NYK
2021-02-27,,IND,110,107,40,81,0.494,12,24,0.5,18,22,0.818,4,38,26,12,2,18,22,38,84,0.452,11,28,0.393,20,25,0.8,6,35,27,5,7,16,17,NYK
2021-02-28,@,DET,109,90,44,86,0.512,13,26,0.5,8,10,0.8,6,41,23,9,7,11,23,28,72,0.389,9,32,0.281,25,31,0.806,7,40,16,8,4,15,15,NYK
2021-03-02,@,SAS,93,119,33,81,0.407,15,36,0.417,12,15,0.8,9,41,18,2,5,16,16,43,89,0.483,18,42,0.429,15,21,0.714,9,45,31,12,4,8,14,NYK
2021-03-04,,DET,114,104,45,83,0.542,9,27,0.333,15,19,0.789,12,47,25,10,4,13,13,39,80,0.488,14,36,0.389,12,15,0.8,6,29,23,6,2,12,13,NYK
2021-03-11,@,MIL,101,134,37,88,0.42,13,37,0.351,14,21,0.667,10,38,19,3,5,14,19,50,87,0.575,18,38,0.474,16,17,0.941,5,43,29,9,9,12,18,NYK
2021-03-13,@,OKC,119,97,44,90,0.489,14,35,0.4,17,22,0.773,11,44,23,12,2,10,20,37,76,0.487,8,32,0.25,15,21,0.714,5,40,22,3,4,18,18,NYK
2021-03-15,@,BRK,112,117,37,92,0.402,15,42,0.357,23,27,0.852,13,40,16,9,2,8,22,44,76,0.579,12,29,0.414,17,22,0.773,3,41,29,3,6,15,19,NYK
2021-03-16,@,PHI,96,99,37,84,0.44,8,24,0.333,14,22,0.636,9,47,19,7,5,12,23,37,90,0.411,11,32,0.344,14,19,0.737,12,50,19,8,10,11,22,NYK
2021-03-18,,ORL,94,93,37,86,0.43,14,34,0.412,6,11,0.545,5,43,24,6,4,7,14,35,82,0.427,10,34,0.294,13,16,0.813,8,49,21,6,6,10,13,NYK
2021-03-21,,PHI,100,101,38,88,0.432,11,24,0.458,13,23,0.565,13,44,16,13,2,17,19,38,82,0.463,11,25,0.44,14,23,0.609,8,44,19,12,9,19,18,NYK
2021-03-23,,WAS,131,113,47,92,0.511,16,30,0.533,21,24,0.875,12,42,23,6,8,10,28,38,79,0.481,9,23,0.391,28,35,0.8,7,38,25,5,5,16,23,NYK
2021-03-25,,WAS,106,102,34,93,0.366,7,28,0.25,31,42,0.738,18,55,14,12,4,13,28,37,80,0.463,8,26,0.308,20,33,0.606,8,46,26,8,9,17,32,NYK
2021-03-27,@,MIL,102,96,40,93,0.43,16,44,0.364,6,8,0.75,12,44,28,9,11,14,19,36,87,0.414,14,36,0.389,10,16,0.625,15,48,21,11,7,16,11,NYK
2021-03-29,,MIA,88,98,33,80,0.413,10,36,0.278,12,20,0.6,6,41,15,4,6,13,19,37,86,0.43,10,34,0.294,14,17,0.824,12,47,22,7,5,12,18,NYK
2021-03-31,@,MIN,101,102,39,81,0.481,11,23,0.478,12,17,0.706,7,41,20,7,6,17,18,36,87,0.414,14,40,0.35,16,19,0.842,9,40,25,9,7,12,14,NYK
2020-12-23,,MIL,122,121,48,101,0.475,18,40,0.45,8,11,0.727,10,37,23,8,6,6,17,46,90,0.511,14,35,0.4,15,18,0.833,11,52,19,4,6,16,20,BOS
2020-12-25,,BRK,95,123,37,98,0.378,8,27,0.296,13,19,0.684,20,47,23,6,5,15,27,41,76,0.539,15,29,0.517,26,31,0.839,9,43,21,5,10,15,22,BOS
2020-12-27,@,IND,107,108,40,79,0.506,9,23,0.391,18,24,0.75,6,40,21,13,7,18,17,45,88,0.511,7,26,0.269,11,15,0.733,8,37,23,11,7,16,20,BOS
2020-12-29,@,IND,116,111,40,80,0.5,9,22,0.409,27,37,0.73,12,43,21,10,3,14,16,43,84,0.512,12,33,0.364,13,16,0.813,4,36,27,9,5,14,25,BOS
2020-12-30,,MEM,126,107,49,91,0.538,16,39,0.41,12,14,0.857,10,42,27,17,11,16,21,40,93,0.43,9,33,0.273,18,25,0.72,14,46,26,8,3,22,13,BOS
2021-01-01,@,DET,93,96,39,83,0.47,8,31,0.258,7,14,0.5,7,44,20,12,11,19,20,36,88,0.409,11,34,0.324,13,20,0.65,12,48,18,9,2,19,16,BOS
2021-01-03,@,DET,122,120,49,87,0.563,15,33,0.455,9,13,0.692,12,41,35,4,5,17,22,41,86,0.477,16,36,0.444,22,25,0.88,8,33,29,8,7,9,16,BOS
2021-01-04,@,TOR,126,114,41,84,0.488,15,29,0.517,29,34,0.853,12,56,19,3,9,19,29,36,90,0.4,13,37,0.351,29,38,0.763,8,37,20,13,4,10,26,BOS
2021-01-06,@,MIA,107,105,42,99,0.424,12,35,0.343,11,12,0.917,16,53,22,7,5,7,23,35,81,0.432,13,36,0.361,22,26,0.846,6,42,26,2,7,8,15,BOS
2021-01-08,,WAS,116,107,41,86,0.477,12,32,0.375,22,30,0.733,11,49,21,11,4,21,22,41,88,0.466,11,29,0.379,14,16,0.875,7,38,22,9,4,17,24,BOS
2021-01-15,,ORL,124,97,45,88,0.511,17,42,0.405,17,19,0.895,6,45,25,7,4,10,18,38,94,0.404,7,28,0.25,14,22,0.636,15,46,14,5,1,11,16,BOS
2021-01-17,,NYK,75,105,25,84,0.298,7,46,0.152,18,29,0.621,14,43,15,10,2,17,22,38,80,0.475,12,31,0.387,17,21,0.81,10,53,22,11,7,16,28,BOS
2021-01-20,@,PHI,109,117,42,89,0.472,12,33,0.364,13,20,0.65,10,45,22,3,0,16,29,36,78,0.462,9,27,0.333,36,45,0.8,11,41,20,12,3,9,20,BOS
2021-01-22,@,PHI,110,122,41,90,0.456,12,30,0.4,16,20,0.8,10,32,23,10,5,11,21,45,81,0.556,12,28,0.429,20,24,0.833,10,45,23,9,7,19,23,BOS
2021-01-24,,CLE,141,103,52,93,0.559,14,28,0.5,23,27,0.852,13,55,26,14,8,15,23,34,85,0.4,10,33,0.303,25,34,0.735,11,34,24,10,8,17,23,BOS
2021-01-25,@,CHI,119,103,44,87,0.506,15,29,0.517,16,20,0.8,6,44,28,9,6,12,18,41,88,0.466,17,39,0.436,4,10,0.4,9,41,28,4,7,18,16,BOS
2021-01-27,@,SAS,106,110,42,98,0.429,10,30,0.333,12,14,0.857,13,39,15,10,4,10,14,46,82,0.561,8,28,0.286,10,16,0.625,9,46,22,5,4,19,16,BOS
2021-01-30,,LAL,95,96,40,82,0.488,6,21,0.286,9,14,0.643,9,42,24,10,6,15,16,37,84,0.44,9,31,0.29,13,19,0.684,13,45,20,8,4,14,15,BOS
2021-02-02,@,GSW,111,107,39,84,0.464,13,34,0.382,20,27,0.741,12,51,16,3,4,15,20,38,83,0.458,15,37,0.405,16,23,0.696,6,36,30,9,4,11,23,BOS
2021-02-03,@,SAC,111,116,39,86,0.453,11,33,0.333,22,29,0.759,11,45,28,9,3,13,21,42,92,0.457,13,37,0.351,19,23,0.826,12,44,23,7,2,10,19,BOS
2021-02-05,@,LAC,119,115,43,90,0.478,16,38,0.421,17,21,0.81,9,34,21,8,1,6,16,42,81,0.519,14,32,0.438,17,21,0.81,10,47,26,5,4,16,17,BOS
2021-02-07,@,PHO,91,100,33,93,0.355,17,44,0.386,8,12,0.667,13,41,19,6,2,5,11,40,82,0.488,8,29,0.276,12,12,1,9,50,25,4,5,10,15,BOS
2021-02-09,@,UTA,108,122,38,86,0.442,13,29,0.448,19,23,0.826,11,35,18,2,2,8,25,40,84,0.476,18,48,0.375,24,27,0.889,10,41,28,4,7,10,22,BOS
2021-02-11,,TOR,120,106,39,86,0.453,20,39,0.513,22,28,0.786,14,49,30,8,6,18,22,41,83,0.494,9,28,0.321,15,19,0.789,3,32,26,7,8,13,26,BOS
2021-02-12,,DET,102,108,36,82,0.439,8,27,0.296,22,30,0.733,7,44,15,9,2,10,25,34,79,0.43,15,38,0.395,25,30,0.833,6,44,25,3,6,12,20,BOS
2021-02-14,@,WAS,91,104,32,90,0.356,9,35,0.257,18,30,0.6,14,50,14,5,2,17,27,33,83,0.398,7,30,0.233,31,36,0.861,9,54,24,9,3,16,25,BOS
2021-02-16,,DEN,112,99,39,81,0.481,15,42,0.357,19,21,0.905,10,43,26,7,1,20,22,38,84,0.452,9,34,0.265,14,15,0.933,11,38,25,12,3,17,18,BOS
2021-02-17,,ATL,114,122,40,86,0.465,10,31,0.323,24,27,0.889,11,37,22,9,3,16,27,44,77,0.571,8,24,0.333,26,31,0.839,8,37,19,8,2,14,18,BOS
