Date,HomeAway,Opp,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,OeFG%,OffTOV%,OffORB%,OffFT/FGA,DeFG%,DefTOV%,DefDRB%,DefFT/FGA
3/3/2021,@,PHI,123,131,111.7,119,99.7,0.19,0.44,0.568,51,50,6.4,1.5,0.545,12.9,22.2,0.14,0.559,9.2,83.3,0.29
3/12/2021,,HOU,114,99,111,96.4,102.7,0.309,0.494,0.62,50.5,61.5,6.8,14.5,0.574,15.6,16.2,0.259,0.406,7.8,70.3,0.071
3/14/2021,@,GSW,119,131,117,128.8,101.7,0.312,0.473,0.563,56,58.5,5.9,10.3,0.522,11.7,34,0.237,0.652,11.8,86.8,0.169
3/16/2021,@,BOS,117,109,125.7,117.1,93.1,0.3,0.538,0.646,45.8,60.5,6.4,8.7,0.594,14.2,25.6,0.275,0.541,11.5,63.6,0.031
3/18/2021,@,WAS,122,131,112.1,120.4,108.8,0.292,0.5,0.563,52.2,43.2,9.2,4.3,0.552,12.9,23.4,0.167,0.587,11.2,83.7,0.349
3/19/2021,@,TOR,115,112,122.1,119,94.2,0.554,0.5,0.625,60.8,61.8,7.4,12.8,0.541,12.4,24.3,0.473,0.608,10.1,92.9,0.133
3/22/2021,@,CHI,120,95,124.6,98.7,96.3,0.163,0.424,0.609,48.4,55.6,9.3,14.3,0.582,8.4,22.2,0.141,0.438,11.4,72,0.115
3/24/2021,,BRK,118,88,123,91.7,96,0.154,0.604,0.607,53.8,58.5,6.3,9.7,0.577,10.2,23.9,0.143,0.397,8,77.6,0.113
3/26/2021,,MEM,117,114,121.5,118.4,96.3,0.184,0.337,0.552,51.5,55.6,5.2,6,0.52,6.2,28,0.153,0.515,5.4,75.5,0.144
3/27/2021,,MEM,126,110,119.2,104.1,105.7,0.217,0.489,0.625,52.5,47.8,7.6,12.5,0.603,17.2,29.5,0.163,0.448,11.3,70.9,0.237
3/29/2021,,CLE,114,75,122.5,80.6,93,0.28,0.5,0.619,57.9,76.3,6.4,10.2,0.579,11.5,20.9,0.232,0.392,10,88.5,0.12
3/31/2021,@,MEM,111,107,112.2,108.2,98.9,0.281,0.551,0.555,50,52.6,10.1,6.9,0.517,12.3,23.9,0.213,0.494,9.9,76.1,0.2
